game_id,inning,home_or_away,score_diff,out_count,ball_count_B,ball_count_S,is_base1,is_base2,is_base3,pitcher_id,batter_id,batter_hit_type,pitcher_vs_batter_avg,batter_recent_avg,pitch_speed,pitch_type,total_pitch_count,recent_5_pitch_speed_avg,inning_pitch_count,pitch_result,reward_wpa
20250417HHSK02025,1,1,2,2,1,0,1,1,1,76715,50840,R,0.167,0.214,130.0,체인지업,0,130.0,1,B,-5.1
20250417HHSK02025,1,1,2,2,1,1,1,1,1,76715,50840,R,0.167,0.214,128.0,체인지업,0,129.0,2,T,-5.1
20250417HHSK02025,1,1,2,2,2,1,1,1,1,76715,50840,R,0.167,0.214,114.0,커브,0,124.0,3,B,-5.1
20250417HHSK02025,1,1,2,2,2,2,1,1,1,76715,50840,R,0.167,0.214,129.0,체인지업,0,125.25,4,T,-5.1
20250417HHSK02025,1,1,2,2,2,2,1,1,1,76715,50840,R,0.167,0.214,129.0,체인지업,0,126.0,5,H,-5.1
20250417HHSK02025,1,1,2,2,1,0,1,1,0,76715,76802,R,0.5,0.214,137.0,커터,14,127.4,6,B,2.0
20250417HHSK02025,1,1,2,2,1,1,1,1,0,76715,76802,R,0.5,0.214,128.0,체인지업,14,127.4,7,T,2.0
20250417HHSK02025,1,1,2,2,2,1,1,1,0,76715,76802,R,0.5,0.214,127.0,체인지업,14,130.0,8,B,2.0
20250417HHSK02025,1,1,2,2,2,2,1,1,0,76715,76802,R,0.5,0.214,128.0,체인지업,14,129.8,9,F,2.0
20250417HHSK02025,1,1,2,2,3,2,1,1,0,76715,76802,R,0.5,0.214,144.0,직구,14,132.8,10,B,2.0
20250417HHSK02025,1,1,2,2,3,2,1,1,0,76715,76802,R,0.5,0.214,129.0,체인지업,14,131.2,11,F,2.0
20250417HHSK02025,1,1,2,2,4,2,1,1,0,76715,76802,R,0.5,0.214,129.0,체인지업,14,131.4,12,B,2.0
20250417HHSK02025,1,1,2,1,0,1,1,1,0,76715,60558,R,0.0,0.214,144.0,직구,12,134.8,13,T,-2.9
20250417HHSK02025,1,1,2,1,1,1,1,1,0,76715,60558,R,0.0,0.214,142.0,직구,12,137.6,14,B,-2.9
20250417HHSK02025,1,1,2,1,1,2,1,1,0,76715,60558,R,0.0,0.214,130.0,체인지업,12,134.8,15,S,-2.9
20250417HHSK02025,1,1,2,1,1,3,1,1,0,76715,60558,R,0.0,0.214,130.0,체인지업,12,135.0,16,S,-2.9
20250417HHSK02025,1,1,1,1,0,1,1,0,1,76715,51868,R,0.429,1.0,129.0,체인지업,8,135.0,17,S,5.4
20250417HHSK02025,1,1,1,1,0,1,1,0,1,76715,51868,R,0.429,1.0,144.0,직구,8,135.0,18,H,5.4
20250417HHSK02025,1,1,1,1,1,0,0,0,1,76715,62895,L,0.143,0.228,128.0,체인지업,7,132.2,19,B,1.2
20250417HHSK02025,1,1,1,1,2,0,0,0,1,76715,62895,L,0.143,0.228,136.0,커터,7,133.4,20,B,1.2
20250417HHSK02025,1,1,1,1,3,0,0,0,1,76715,62895,L,0.143,0.228,134.0,커터,7,134.2,21,B,1.2
20250417HHSK02025,1,1,1,1,4,0,0,0,1,76715,62895,L,0.143,0.228,142.0,직구,7,136.8,22,B,1.2
20250417HHSK02025,1,1,1,0,0,1,0,1,0,76715,79456,R,0.286,0.264,132.0,커터,7,134.4,23,T,-1.2
20250417HHSK02025,1,1,1,0,0,1,0,1,0,76715,79456,R,0.286,0.264,126.0,체인지업,7,134.0,24,H,-1.2
20250417HHSK02025,1,1,0,0,1,0,1,0,0,76715,67893,L,0.286,1.0,141.0,직구,3,135.0,25,B,10.4
20250417HHSK02025,1,1,0,0,2,0,1,0,0,76715,67893,L,0.286,1.0,112.0,커브,3,130.6,26,B,10.4
20250417HHSK02025,1,1,0,0,2,0,1,0,0,76715,67893,L,0.286,1.0,141.0,직구,3,130.4,27,H,10.4
20250417HHSK02025,1,1,0,0,1,0,0,0,0,76715,50854,L,0.125,1.0,138.0,직구,3,131.6,28,B,2.8
20250417HHSK02025,1,1,0,0,1,1,0,0,0,76715,50854,L,0.125,1.0,138.0,직구,3,134.0,29,T,2.8
20250417HHSK02025,1,1,0,0,1,2,0,0,0,76715,50854,L,0.125,1.0,130.0,커터,3,131.8,30,T,2.8
20250417HHSK02025,1,1,0,0,1,2,0,0,0,76715,50854,L,0.125,1.0,141.0,직구,3,137.6,31,H,2.8
20250417HHSK02025,1,0,0,2,0,1,1,0,0,55855,69737,R,0.0,0.244,148.0,직구,0,148.0,1,T,-3.0
